tx_id,tx_type,strategy,selected_strategy,payload_bytes,cross_border,network_latency_ms,packet_loss_pct,bandwidth_mbps,threat_level,load_factor,crypto_key_exchange_ms,crypto_signature_ms,crypto_verify_ms,crypto_latency_ms,blockchain_endorsement_ms,blockchain_commit_ms,blockchain_latency_ms,routing_latency_ms,queue_ms,ml_gain_ms,jitter_ms,end_to_end_latency_ms,security_score
428,IssueCBDC,adaptive,static_hybrid,272,False,1.628,0.176,740.162,0.573,0.979,0.616,1.727,0.348,2.691,1.530,2.428,3.958,1.453,1.540,0.000,0.146,9.788,81.14
429,Transfer,adaptive,static_hybrid,287,False,4.481,0.150,882.730,0.358,0.893,0.435,1.680,0.343,2.458,1.552,2.452,4.004,2.130,1.459,0.000,0.155,10.206,82.21
430,IssueCBDC,adaptive,static_hybrid,320,False,4.793,0.088,920.242,0.277,0.919,0.609,1.662,0.345,2.616,1.639,2.507,4.146,2.122,1.484,0.000,0.160,10.527,82.62
431,Transfer,adaptive,static_hybrid,275,False,3.966,0.061,932.849,0.274,1.000,0.435,1.661,0.349,2.445,1.541,2.429,3.970,1.877,1.560,0.000,0.149,10.002,82.63
432,Transfer,adaptive,static_hybrid,204,False,4.866,0.188,766.796,0.136,0.908,0.435,1.631,0.344,2.410,1.347,2.312,3.660,2.280,1.474,0.000,0.150,9.974,83.32
433,SettleCrossBorder,adaptive,ml_optimized,333,True,236.823,0.500,68.475,0.783,0.950,0.519,1.539,0.300,2.358,1.652,4.005,5.657,248.823,1.392,-0.598,4.623,262.257,83.63
434,SettleCrossBorder,adaptive,ml_optimized,375,True,205.385,0.500,25.661,0.358,0.878,0.519,1.457,0.297,2.274,1.744,4.334,6.077,217.736,1.330,-0.613,4.070,230.874,85.76
435,Transfer,adaptive,static_hybrid,217,False,3.648,0.048,729.862,0.516,0.907,0.435,1.715,0.344,2.494,1.379,2.330,3.710,1.779,1.473,0.000,0.144,9.599,81.42
436,IssueCBDC,adaptive,static_hybrid,383,False,3.059,0.000,1096.692,0.547,0.912,0.608,1.722,0.344,2.674,1.795,2.611,4.406,1.565,1.478,0.000,0.156,10.279,81.26
437,SettleCrossBorder,adaptive,ml_optimized,238,True,159.712,0.500,32.987,0.403,0.904,0.519,1.466,0.298,2.284,1.406,4.057,5.463,171.712,1.353,-0.578,3.230,183.463,85.53
438,Transfer,adaptive,static_hybrid,189,False,4.291,0.100,1007.938,0.482,0.957,0.435,1.707,0.346,2.489,1.318,2.284,3.603,2.012,1.520,0.000,0.146,9.770,81.59
439,IssueCBDC,adaptive,static_hybrid,328,False,2.478,0.088,501.615,0.345,1.000,0.619,1.677,0.349,2.644,1.674,2.520,4.194,1.542,1.560,0.000,0.151,10.091,82.27
440,SettleCrossBorder,adaptive,ml_optimized,305,True,193.971,1.413,39.677,0.570,0.955,0.519,1.498,0.300,2.318,1.583,4.295,5.878,211.450,1.397,-0.608,3.954,224.388,82.42
441,Transfer,adaptive,static_hybrid,221,False,5.371,0.202,807.435,0.205,0.969,0.435,1.646,0.347,2.428,1.401,2.342,3.742,2.426,1.531,0.000,0.155,10.282,82.97
442,Transfer,adaptive,static_hybrid,189,False,3.915,0.143,860.937,0.349,0.916,0.435,1.678,0.344,2.458,1.311,2.286,3.596,1.979,1.481,0.000,0.145,9.658,82.25
443,Transfer,adaptive,static_hybrid,193,False,4.543,0.048,877.131,0.150,0.926,0.435,1.634,0.345,2.414,1.323,2.290,3.612,2.003,1.491,0.000,0.145,9.665,83.25
444,Transfer,adaptive,static_hybrid,234,False,3.547,0.099,916.065,0.350,1.000,0.435,1.678,0.349,2.462,1.439,2.361,3.799,1.826,1.560,0.000,0.146,9.792,82.25
445,SettleCrossBorder,adaptive,ml_optimized,348,True,128.552,1.023,48.348,0.499,0.994,0.519,1.484,0.302,2.306,1.697,4.246,5.943,143.692,1.430,-0.613,2.735,155.492,83.75
446,IssueCBDC,adaptive,static_hybrid,272,False,4.489,0.028,760.113,0.380,1.000,0.619,1.685,0.349,2.652,1.534,2.423,3.957,1.961,1.560,0.000,0.154,10.284,82.10
447,Transfer,adaptive,ml_optimized,162,True,265.454,1.724,56.669,0.387,1.000,0.425,1.463,0.302,2.190,1.233,4.006,5.239,284.800,1.435,-0.561,5.260,298.363,82.55
448,Transfer,adaptive,static_hybrid,208,False,2.209,0.086,940.398,0.172,0.921,0.435,1.639,0.345,2.419,1.359,2.316,3.676,1.473,1.486,0.000,0.136,9.190,83.14
449,SettleCrossBorder,adaptive,ml_optimized,402,True,166.825,1.642,13.491,0.414,0.946,0.519,1.468,0.300,2.287,1.824,4.658,6.482,187.854,1.388,-0.641,3.539,200.909,82.62
450,Transfer,adaptive,ml_optimized,182,True,177.996,0.818,11.252,0.783,0.962,0.425,1.539,0.301,2.264,1.277,4.149,5.426,194.414,1.402,-0.577,3.638,206.567,82.84
451,IssueCBDC,adaptive,static_hybrid,198,False,5.756,0.092,700.349,0.183,0.917,0.609,1.641,0.344,2.595,1.334,2.299,3.633,2.367,1.482,0.000,0.155,10.232,83.08
452,IssueCBDC,adaptive,static_hybrid,329,False,5.003,0.036,969.049,0.231,0.927,0.610,1.652,0.345,2.607,1.663,2.520,4.183,2.102,1.492,0.000,0.160,10.544,82.84
453,Transfer,adaptive,static_hybrid,286,False,3.698,0.115,814.115,0.114,1.000,0.435,1.626,0.349,2.410,1.569,2.450,4.018,1.886,1.560,0.000,0.150,10.023,83.43
454,SettleCrossBorder,adaptive,ml_optimized,461,True,176.711,1.556,67.173,0.785,1.000,0.519,1.539,0.302,2.361,1.981,4.421,6.402,195.045,1.435,-0.645,3.669,208.266,80.99
455,IssueCBDC,adaptive,static_hybrid,261,False,2.730,0.039,748.372,0.255,0.962,0.614,1.657,0.347,2.618,1.499,2.405,3.904,1.538,1.524,0.000,0.145,9.729,82.73
456,Transfer,adaptive,static_hybrid,312,False,3.020,0.097,843.714,0.524,0.964,0.435,1.716,0.347,2.498,1.627,2.493,4.120,1.691,1.526,0.000,0.150,9.985,81.38
457,Transfer,adaptive,ml_optimized,187,True,296.249,0.587,42.587,0.416,0.915,0.425,1.468,0.299,2.192,1.281,3.928,5.209,308.772,1.362,-0.556,5.691,322.669,85.25
458,Transfer,adaptive,static_hybrid,187,False,2.977,0.061,951.683,0.231,0.979,0.435,1.652,0.348,2.435,1.317,2.280,3.597,1.630,1.541,0.000,0.138,9.340,82.84
459,Transfer,adaptive,static_hybrid,220,False,5.686,0.031,810.786,0.306,1.000,0.435,1.668,0.349,2.452,1.404,2.335,3.739,2.265,1.560,0.000,0.152,10.168,82.47
460,IssueCBDC,adaptive,static_hybrid,287,False,3.614,0.149,779.351,0.110,0.927,0.610,1.625,0.345,2.580,1.558,2.452,4.010,1.912,1.492,0.000,0.153,10.148,83.45
461,Transfer,adaptive,ml_optimized,226,True,228.530,1.314,38.707,0.547,0.973,0.425,1.494,0.301,2.220,1.389,4.148,5.537,245.412,1.412,-0.580,4.557,258.557,82.78
462,Transfer,adaptive,static_hybrid,289,False,5.228,0.079,877.651,0.128,1.000,0.435,1.629,0.349,2.413,1.576,2.454,4.030,2.218,1.560,0.000,0.156,10.376,83.36
463,IssueCBDC,adaptive,static_hybrid,227,False,3.294,0.086,970.350,0.484,0.963,0.614,1.708,0.347,2.669,1.415,2.348,3.763,1.744,1.526,0.000,0.147,9.849,81.58
464,SettleCrossBorder,adaptive,ml_optimized,297,True,131.065,1.358,64.565,0.791,0.999,0.519,1.540,0.302,2.362,1.571,4.122,5.693,148.214,1.434,-0.602,2.813,159.914,81.45
465,Transfer,adaptive,ml_optimized,187,True,171.913,1.668,85.897,0.619,0.960,0.425,1.507,0.301,2.233,1.289,3.863,5.151,190.923,1.400,-0.558,3.570,202.719,81.53
466,SettleCrossBorder,adaptive,ml_optimized,422,True,220.658,0.862,64.333,0.438,0.950,0.519,1.473,0.300,2.292,1.874,4.247,6.121,234.828,1.392,-0.620,4.378,248.391,84.46
467,SettleCrossBorder,adaptive,ml_optimized,344,True,213.161,1.107,49.268,0.345,0.958,0.519,1.455,0.301,2.275,1.681,4.249,5.929,228.805,1.399,-0.608,4.266,242.066,84.31
468,IssueCBDC,adaptive,static_hybrid,318,False,2.132,0.002,1018.071,0.451,1.000,0.619,1.700,0.349,2.668,1.649,2.501,4.149,1.335,1.560,0.000,0.147,9.859,81.75
469,IssueCBDC,adaptive,static_hybrid,222,False,4.338,0.221,898.408,0.196,1.000,0.619,1.644,0.349,2.612,1.409,2.344,3.753,2.193,1.560,0.000,0.154,10.272,83.02
470,Transfer,adaptive,ml_optimized,213,True,241.702,0.792,31.103,0.393,0.992,0.425,1.464,0.302,2.191,1.359,4.078,5.437,255.451,1.428,-0.573,4.735,268.671,84.85
471,Transfer,adaptive,ml_optimized,246,True,248.816,0.500,38.595,0.432,0.997,0.425,1.472,0.302,2.199,1.443,4.037,5.480,260.816,1.433,-0.576,4.833,274.183,85.39
472,IssueCBDC,adaptive,static_hybrid,330,False,3.305,0.043,859.193,0.219,1.000,0.619,1.649,0.349,2.617,1.679,2.522,4.201,1.686,1.560,0.000,0.153,10.217,82.90
473,Transfer,adaptive,static_hybrid,191,False,2.981,0.120,698.060,0.420,0.963,0.435,1.694,0.347,2.476,1.324,2.288,3.613,1.713,1.525,0.000,0.140,9.466,81.90
474,Transfer,adaptive,ml_optimized,202,True,212.103,0.896,53.471,0.586,1.000,0.425,1.501,0.302,2.228,1.333,3.944,5.277,226.478,1.435,-0.567,4.212,239.064,83.63
475,Transfer,adaptive,static_hybrid,323,False,3.745,0.043,740.655,0.204,1.000,0.435,1.646,0.349,2.430,1.661,2.510,4.172,1.797,1.560,0.000,0.151,10.109,82.98
476,SettleCrossBorder,adaptive,ml_optimized,355,True,270.872,1.489,66.349,0.485,1.000,0.519,1.482,0.302,2.303,1.716,4.233,5.949,288.808,1.435,-0.613,5.347,303.230,82.65
477,SettleCrossBorder,adaptive,ml_optimized,321,True,198.714,1.229,58.847,0.349,1.000,0.519,1.456,0.302,2.277,1.631,4.174,5.805,215.088,1.435,-0.602,4.017,228.020,83.98
478,Transfer,adaptive,ml_optimized,223,True,166.424,1.044,37.025,0.353,1.000,0.425,1.456,0.302,2.184,1.386,4.105,5.491,181.689,1.435,-0.576,3.409,193.632,84.43
479,Transfer,adaptive,static_hybrid,188,False,2.843,0.000,887.787,0.179,1.000,0.435,1.640,0.349,2.424,1.324,2.280,3.603,1.511,1.560,0.000,0.136,9.234,83.10
480,Transfer,adaptive,static_hybrid,228,False,2.649,0.222,797.700,0.463,1.000,0.435,1.703,0.349,2.487,1.424,2.354,3.778,1.772,1.560,0.000,0.145,9.742,81.69
481,Transfer,adaptive,ml_optimized,178,True,210.123,0.500,43.819,0.663,1.000,0.425,1.516,0.302,2.243,1.273,3.890,5.163,222.123,1.435,-0.561,4.132,234.534,84.23
482,Transfer,adaptive,static_hybrid,230,False,4.932,0.078,823.563,0.511,1.000,0.435,1.714,0.349,2.497,1.429,2.353,3.782,2.142,1.560,0.000,0.152,10.133,81.45
483,Transfer,adaptive,static_hybrid,207,False,1.646,0.040,868.758,0.284,1.000,0.435,1.663,0.349,2.447,1.371,2.313,3.684,1.268,1.560,0.000,0.133,9.093,82.58
484,Transfer,adaptive,static_hybrid,209,False,4.931,0.108,1019.932,0.186,1.000,0.435,1.642,0.349,2.426,1.376,2.319,3.695,2.183,1.560,0.000,0.149,10.013,83.07
485,Transfer,adaptive,static_hybrid,206,False,5.237,0.043,789.469,0.128,1.000,0.435,1.629,0.349,2.413,1.369,2.311,3.680,2.170,1.560,0.000,0.149,9.971,83.36
486,Transfer,adaptive,static_hybrid,186,False,2.085,0.130,908.822,0.106,1.000,0.435,1.624,0.349,2.408,1.319,2.280,3.599,1.504,1.560,0.000,0.135,9.205,83.47
487,Transfer,adaptive,ml_optimized,226,True,254.208,1.243,57.546,0.666,1.000,0.425,1.516,0.302,2.244,1.393,4.023,5.416,270.668,1.435,-0.576,5.010,284.197,82.36
488,Transfer,adaptive,static_hybrid,237,False,3.221,0.079,820.274,0.386,0.983,0.435,1.686,0.348,2.469,1.443,2.365,3.808,1.716,1.544,0.000,0.144,9.681,82.07
489,Transfer,adaptive,ml_optimized,172,True,122.416,1.091,51.616,0.626,1.000,0.425,1.509,0.302,2.236,1.258,3.939,5.198,137.962,1.435,-0.562,2.617,148.886,82.94
490,Transfer,adaptive,static_hybrid,242,False,4.010,0.099,867.759,0.436,1.000,0.435,1.697,0.349,2.481,1.459,2.374,3.833,1.941,1.560,0.000,0.149,9.964,81.82
491,Transfer,adaptive,ml_optimized,115,True,191.721,1.045,26.982,0.521,1.000,0.425,1.489,0.302,2.216,1.116,3.982,5.098,207.142,1.435,-0.555,3.860,219.195,83.58
492,IssueCBDC,adaptive,static_hybrid,391,False,4.305,0.050,708.181,0.127,1.000,0.619,1.629,0.349,2.596,1.831,2.626,4.457,1.946,1.560,0.000,0.162,10.721,83.36
493,SettleCrossBorder,adaptive,ml_optimized,434,True,256.582,0.500,72.590,0.311,1.000,0.519,1.449,0.302,2.270,1.913,4.152,6.066,268.582,1.435,-0.617,4.985,282.720,85.99
494,Transfer,adaptive,ml_optimized,270,True,165.556,1.049,16.040,0.309,1.000,0.425,1.448,0.302,2.175,1.503,4.312,5.815,182.645,1.435,-0.595,3.431,194.907,84.63
495,Transfer,adaptive,ml_optimized,290,True,217.656,1.423,51.087,0.304,1.000,0.425,1.447,0.302,2.174,1.553,4.203,5.756,235.192,1.435,-0.591,4.376,248.343,83.72
496,Transfer,adaptive,static_hybrid,203,False,2.823,0.000,1089.496,0.290,1.000,0.435,1.665,0.349,2.449,1.361,2.305,3.666,1.506,1.560,0.000,0.137,9.318,82.55
497,IssueCBDC,adaptive,static_hybrid,312,False,3.117,0.172,774.428,0.563,0.997,0.618,1.725,0.348,2.692,1.633,2.496,4.129,1.820,1.557,0.000,0.156,10.354,81.18
498,Transfer,adaptive,static_hybrid,183,False,3.449,0.123,911.088,0.218,1.000,0.435,1.649,0.349,2.433,1.311,2.275,3.586,1.835,1.560,0.000,0.141,9.555,82.91
499,Transfer,adaptive,static_hybrid,284,False,2.410,0.007,1020.174,0.240,1.000,0.435,1.654,0.349,2.438,1.564,2.443,4.007,1.412,1.560,0.000,0.141,9.558,82.80
500,SettleCrossBorder,adaptive,ml_optimized,318,True,189.351,0.939,11.197,0.414,0.036,0.519,1.468,0.261,2.248,1.450,4.402,5.852,206.506,0.602,-0.561,3.863,218.510,84.38
501,IssueCBDC,adaptive,static_hybrid,385,False,6.371,0.060,778.322,0.371,0.122,0.514,1.683,0.305,2.502,1.658,2.616,4.274,2.477,0.735,0.000,0.167,10.154,82.15
502,SettleCrossBorder,adaptive,ml_optimized,378,True,174.523,1.756,35.404,0.373,0.144,0.519,1.460,0.265,2.245,1.619,4.506,6.125,194.056,0.695,-0.582,3.644,206.183,82.55
503,SettleCrossBorder,adaptive,ml_optimized,518,True,176.360,1.624,53.569,0.664,0.121,0.519,1.516,0.264,2.300,1.965,4.611,6.577,195.101,0.675,-0.612,3.672,207.711,81.42
504,SettleCrossBorder,adaptive,ml_optimized,280,True,160.274,1.338,10.000,0.437,0.125,0.519,1.473,0.265,2.256,1.371,4.417,5.788,180.003,0.678,-0.562,3.385,191.548,83.27
505,IssueCBDC,adaptive,static_hybrid,289,False,4.743,0.158,777.902,0.216,0.113,0.513,1.649,0.304,2.466,1.416,2.456,3.872,2.207,0.726,0.000,0.154,9.426,82.92
506,Transfer,adaptive,static_hybrid,158,False,2.715,0.089,700.177,0.346,0.033,0.435,1.677,0.300,2.413,1.074,2.231,3.306,1.603,0.651,0.000,0.132,8.104,82.27
507,IssueCBDC,adaptive,static_hybrid,324,False,5.833,0.097,944.751,0.594,0.128,0.515,1.732,0.305,2.552,1.507,2.514,4.020,2.394,0.740,0.000,0.161,9.868,81.03
508,IssueCBDC,adaptive,static_hybrid,268,False,6.874,0.016,943.473,0.223,0.077,0.509,1.650,0.303,2.462,1.357,2.416,3.773,2.540,0.692,0.000,0.158,9.626,82.88
509,IssueCBDC,adaptive,static_hybrid,396,False,3.901,0.031,786.471,0.363,0.149,0.518,1.681,0.306,2.505,1.690,2.634,4.325,1.819,0.760,0.000,0.156,9.564,82.19
510,SettleCrossBorder,adaptive,ml_optimized,381,True,151.088,1.036,47.465,0.498,0.130,0.519,1.484,0.265,2.268,1.624,4.309,5.934,166.305,0.683,-0.572,3.141,177.760,83.72
511,Transfer,adaptive,static_hybrid,193,False,3.762,0.068,819.065,0.331,0.085,0.435,1.674,0.303,2.412,1.171,2.290,3.462,1.836,0.700,0.000,0.139,8.549,82.35
512,Transfer,adaptive,ml_optimized,219,True,175.214,1.073,54.495,0.689,0.165,0.425,1.521,0.266,2.212,1.226,3.999,5.224,190.655,0.713,-0.526,3.566,201.843,82.67
513,Transfer,adaptive,ml_optimized,216,True,157.818,1.355,55.392,0.527,0.064,0.425,1.490,0.262,2.177,1.200,4.039,5.239,174.946,0.625,-0.520,3.282,185.749,82.78
514,Transfer,adaptive,static_hybrid,180,False,4.504,0.004,892.161,0.362,0.086,0.435,1.681,0.303,2.419,1.139,2.266,3.405,1.931,0.700,0.000,0.140,8.596,82.19
515,SettleCrossBorder,adaptive,ml_optimized,226,True,100.000,1.019,32.257,0.583,0.129,0.519,1.501,0.265,2.284,1.237,4.134,5.371,115.116,0.682,-0.539,2.210,125.124,83.34
516,IssueCBDC,adaptive,static_hybrid,259,False,4.469,0.057,820.434,0.323,0.126,0.515,1.672,0.305,2.492,1.344,2.402,3.746,1.997,0.738,0.000,0.148,9.121,82.38
517,IssueCBDC,adaptive,static_hybrid,288,False,4.502,0.105,784.187,0.372,0.035,0.504,1.683,0.301,2.487,1.400,2.453,3.853,2.072,0.653,0.000,0.151,9.216,82.14
518,SettleCrossBorder,adaptive,ml_optimized,430,True,204.565,1.698,26.720,0.422,0.118,0.519,1.470,0.264,2.253,1.745,4.636,6.381,223.947,0.673,-0.597,4.186,236.843,82.44
519,Transfer,adaptive,static_hybrid,315,False,4.159,0.066,954.204,0.433,0.164,0.435,1.697,0.307,2.439,1.491,2.497,3.988,1.932,0.774,0.000,0.150,9.283,81.83
520,Transfer,adaptive,static_hybrid,167,False,5.089,0.096,928.079,0.397,0.158,0.435,1.689,0.307,2.430,1.120,2.247,3.366,2.206,0.769,0.000,0.144,8.916,82.01
521,IssueCBDC,adaptive,static_hybrid,308,False,2.610,0.098,898.217,0.289,0.052,0.506,1.665,0.301,2.472,1.453,2.487,3.940,1.590,0.669,0.000,0.144,8.815,82.55
522,Transfer,adaptive,static_hybrid,166,False,3.843,0.106,817.225,0.448,0.136,0.435,1.700,0.306,2.440,1.113,2.245,3.358,1.909,0.748,0.000,0.139,8.594,81.76
523,IssueCBDC,adaptive,static_hybrid,314,False,3.803,0.010,987.527,0.593,0.089,0.510,1.732,0.303,2.545,1.475,2.494,3.969,1.765,0.704,0.000,0.149,9.132,81.03
524,Transfer,adaptive,ml_optimized,170,True,100.000,0.867,39.239,0.616,0.122,0.425,1.507,0.264,2.196,1.095,3.970,5.065,114.203,0.676,-0.513,2.186,123.813,83.55
525,IssueCBDC,adaptive,static_hybrid,319,False,2.665,0.030,856.693,0.159,0.177,0.521,1.636,0.308,2.464,1.503,2.503,4.006,1.508,0.787,0.000,0.144,8.909,83.21
526,SettleCrossBorder,adaptive,ml_optimized,375,True,246.526,1.097,33.403,0.401,0.094,0.519,1.466,0.263,2.248,1.603,4.395,5.997,262.108,0.652,-0.572,4.866,275.300,84.05
527,SettleCrossBorder,adaptive,ml_optimized,323,True,181.005,1.600,44.106,0.662,0.146,0.519,1.516,0.266,2.300,1.482,4.332,5.815,199.606,0.697,-0.568,3.739,211.589,81.49
528,IssueCBDC,adaptive,static_hybrid,396,False,4.444,0.120,755.900,0.423,0.128,0.515,1.694,0.305,2.514,1.687,2.637,4.323,2.079,0.741,0.000,0.161,9.818,81.89
529,Transfer,adaptive,static_hybrid,219,False,3.033,0.070,876.292,0.250,0.167,0.435,1.656,0.307,2.398,1.251,2.334,3.586,1.656,0.777,0.000,0.138,8.554,82.75
530,Transfer,adaptive,static_hybrid,147,False,4.434,0.153,926.901,0.240,0.065,0.435,1.654,0.302,2.391,1.053,2.215,3.267,2.123,0.681,0.000,0.140,8.602,82.80
531,SettleCrossBorder,adaptive,ml_optimized,302,True,139.414,0.500,28.865,0.676,0.168,0.519,1.518,0.266,2.304,1.434,4.190,5.624,151.414,0.716,-0.558,2.868,162.368,84.17
532,Transfer,adaptive,ml_optimized,255,True,154.780,1.372,46.531,0.451,0.081,0.425,1.475,0.263,2.163,1.300,4.161,5.462,172.011,0.640,-0.533,3.233,182.977,83.11
533,SettleCrossBorder,adaptive,ml_optimized,393,True,217.291,0.500,41.205,0.395,0.205,0.519,1.465,0.268,2.252,1.668,4.271,5.939,229.291,0.747,-0.574,4.275,241.929,85.57
534,Transfer,adaptive,static_hybrid,290,False,4.098,0.053,1004.484,0.166,0.177,0.435,1.638,0.308,2.380,1.430,2.455,3.885,1.898,0.786,0.000,0.147,9.096,83.17
535,Transfer,adaptive,static_hybrid,207,False,3.901,0.079,1016.631,0.333,0.077,0.435,1.674,0.303,2.412,1.205,2.314,3.519,1.886,0.692,0.000,0.141,8.651,82.33
536,Transfer,adaptive,static_hybrid,210,False,3.448,0.141,753.612,0.238,0.120,0.435,1.653,0.305,2.393,1.220,2.321,3.541,1.859,0.733,0.000,0.140,8.667,82.81
537,Transfer,adaptive,ml_optimized,191,True,221.275,1.390,70.025,0.475,0.122,0.425,1.480,0.264,2.169,1.148,3.915,5.063,238.616,0.676,-0.511,4.425,250.437,82.95
538,IssueCBDC,adaptive,static_hybrid,343,False,3.746,0.041,851.500,0.322,0.096,0.511,1.672,0.304,2.487,1.548,2.544,4.093,1.794,0.710,0.000,0.151,9.233,82.39
539,Transfer,adaptive,static_hybrid,171,False,4.288,0.090,782.538,0.518,0.183,0.435,1.715,0.308,2.458,1.134,2.253,3.387,1.998,0.792,0.000,0.141,8.777,81.41
540,Transfer,adaptive,ml_optimized,303,True,229.232,0.500,34.398,0.533,0.100,0.425,1.491,0.264,2.179,1.424,4.159,5.583,241.232,0.657,-0.542,4.482,253.590,84.89
541,SettleCrossBorder,adaptive,ml_optimized,305,True,244.274,0.855,18.718,0.416,0.116,0.519,1.469,0.264,2.252,1.432,4.320,5.752,259.799,0.670,-0.559,4.820,272.735,84.58
542,SettleCrossBorder,adaptive,ml_optimized,274,True,126.237,0.500,23.259,0.741,0.152,0.519,1.531,0.266,2.316,1.361,4.176,5.537,138.948,0.702,-0.553,2.642,149.592,83.84
543,IssueCBDC,adaptive,static_hybrid,328,False,2.989,0.087,778.722,0.164,0.101,0.512,1.637,0.304,2.453,1.512,2.520,4.032,1.669,0.715,0.000,0.147,9.016,83.18
544,SettleCrossBorder,adaptive,ml_optimized,369,True,211.572,0.717,26.149,0.507,0.181,0.519,1.486,0.267,2.272,1.604,4.360,5.963,225.155,0.727,-0.576,4.201,237.742,84.47
545,Transfer,adaptive,static_hybrid,234,False,3.252,0.110,912.720,0.494,0.172,0.435,1.710,0.307,2.452,1.290,2.361,3.651,1.768,0.781,0.000,0.142,8.794,81.53
546,Transfer,adaptive,static_hybrid,179,False,6.244,0.134,726.211,0.378,0.215,0.435,1.684,0.310,2.429,1.160,2.268,3.428,2.549,0.822,0.000,0.151,9.380,82.11
547,IssueCBDC,adaptive,static_hybrid,389,False,4.402,0.075,1020.706,0.347,0.193,0.523,1.677,0.308,2.509,1.681,2.624,4.304,2.005,0.801,0.000,0.159,9.778,82.26
548,IssueCBDC,adaptive,static_hybrid,271,False,4.940,0.000,990.068,0.175,0.176,0.521,1.639,0.308,2.468,1.383,2.421,3.803,2.035,0.785,0.000,0.150,9.241,83.13
549,Transfer,adaptive,static_hybrid,258,False,4.557,0.151,786.625,0.572,0.163,0.435,1.727,0.307,2.469,1.348,2.403,3.751,2.151,0.773,0.000,0.151,9.295,81.14
550,SettleCrossBorder,adaptive,ml_optimized,405,True,189.135,1.261,97.713,0.447,0.155,0.519,1.475,0.266,2.260,1.689,4.089,5.778,205.704,0.705,-0.563,3.847,217.731,83.41
551,Transfer,adaptive,ml_optimized,247,True,175.894,0.500,22.327,0.651,0.161,0.425,1.514,0.266,2.204,1.295,4.136,5.431,188.745,0.710,-0.538,3.535,200.087,84.29
552,Transfer,adaptive,static_hybrid,241,False,2.984,0.123,778.827,0.562,0.230,0.435,1.725,0.310,2.470,1.317,2.373,3.691,1.718,0.836,0.000,0.142,8.857,81.19
553,IssueCBDC,adaptive,static_hybrid,337,False,5.638,0.079,880.779,0.343,0.172,0.520,1.677,0.307,2.504,1.547,2.535,4.082,2.320,0.781,0.000,0.160,9.848,82.28
554,SettleCrossBorder,adaptive,ml_optimized,288,True,255.606,1.427,27.849,0.513,0.135,0.519,1.487,0.265,2.271,1.393,4.339,5.732,273.192,0.687,-0.560,5.062,286.384,82.67
555,Transfer,adaptive,static_hybrid,141,False,3.020,0.094,914.173,0.218,0.185,0.435,1.649,0.308,2.392,1.059,2.203,3.262,1.687,0.794,0.000,0.132,8.268,82.91
556,Transfer,adaptive,static_hybrid,265,False,1.959,0.183,679.451,0.445,0.133,0.435,1.699,0.305,2.440,1.360,2.416,3.776,1.545,0.745,0.000,0.140,8.646,81.77
557,Transfer,adaptive,static_hybrid,239,False,5.901,0.071,802.733,0.336,0.225,0.435,1.675,0.310,2.420,1.312,2.368,3.680,2.375,0.832,0.000,0.153,9.459,82.32
558,SettleCrossBorder,adaptive,ml_optimized,405,True,256.253,1.400,49.638,0.689,0.186,0.519,1.521,0.267,2.307,1.694,4.403,6.097,273.656,0.732,-0.587,5.077,287.282,81.85
559,Transfer,adaptive,static_hybrid,220,False,3.883,0.028,1058.151,0.561,0.230,0.435,1.725,0.310,2.470,1.265,2.335,3.600,1.810,0.837,0.000,0.142,8.859,81.19
560,Transfer,adaptive,static_hybrid,311,False,5.154,0.101,869.019,0.412,0.163,0.435,1.692,0.307,2.434,1.480,2.492,3.972,2.230,0.773,0.000,0.155,9.565,81.94
561,IssueCBDC,adaptive,static_hybrid,351,False,1.853,0.077,838.860,0.107,0.139,0.516,1.624,0.306,2.446,1.576,2.559,4.135,1.370,0.750,0.000,0.143,8.846,83.46
562,IssueCBDC,adaptive,static_hybrid,355,False,3.472,0.064,644.176,0.342,0.244,0.529,1.676,0.311,2.516,1.605,2.565,4.170,1.758,0.849,0.000,0.152,9.446,82.29
563,SettleCrossBorder,adaptive,ml_optimized,453,True,189.590,1.258,70.704,0.797,0.242,0.519,1.542,0.270,2.330,1.824,4.332,6.157,206.137,0.779,-0.595,3.863,218.671,81.67
564,Transfer,adaptive,static_hybrid,173,False,3.509,0.054,839.169,0.158,0.153,0.435,1.636,0.306,2.377,1.134,2.256,3.389,1.753,0.764,0.000,0.135,8.418,83.21
565,Transfer,adaptive,ml_optimized,209,True,198.181,0.500,27.772,0.373,0.261,0.425,1.460,0.270,2.155,1.218,4.039,5.256,210.216,0.796,-0.528,3.917,221.813,85.69
566,IssueCBDC,adaptive,static_hybrid,181,False,5.077,0.056,716.837,0.559,0.228,0.527,1.724,0.310,2.561,1.167,2.269,3.436,2.148,0.834,0.000,0.147,9.126,81.21
